Medication_Brand,Medication_Type,Unit_Price,Dosage_Size,Volume,Category,Purchase_Price,Supplier_ID,Supplier_Name
811,Blood Pressure Medication,299.9,5.0,1000,1,19.84,1128,Pharma Distributor B
812,Analgesic,229.89999999999998,5.0,1000,1,17.03,3089,Global Health Distributors
820,Antiseptic,399.90000000000003,5.0,1000,1,25.54,8112,PharmaTech Solutions
821,Antipyretic,389.90000000000003,5.0,1000,1,27.99,8112,Global Health Distributors
822,Sedative,269.9,5.0,1000,1,19.99,3960,MediDistributors
824,Cholesterol Medication,269.9,5.0,1000,1,20.76,480,BioPharma Inc.
828,Antiseptic,99.9,5.0,1000,1,7.74,6213,PharmaTech Solutions
831,Laxative,99.9,5.0,1000,1,7.46,6213,HealthPlus Supplies
836,Anti-inflammatory,99.9,5.0,1000,1,7.8,6213,HealthPlus Supplies
838,Stimulant,109.9,5.0,1000,1,7.96,6213,MediDistributors
854,Analgesic,159.9,5.0,1000,1,11.67,3960,Global Health Distributors
856,Analgesic,299.9,5.0,750,1,21.73,9165,HealthPlus Supplies
857,Analgesic,219.89999999999998,5.0,1000,1,16.17,17035,MedSupply Co.
858,Sedative,119.9,5.0,1000,1,8.95,12546,PharmaTech Solutions
859,Antibiotic,229.89999999999998,5.0,1000,1,17.29,17035,MediCorp
870,Antibiotic,299.9,5.0,1000,2,17.64,9165,Pharma Distributor B
876,Vaccine,89.9,5.0,1000,1,6.66,12546,MediCorp
883,Antidepressant,4999.9,5.0,750,1,390.62,9165,Healthcare Supplier A
892,Antihistamine,339.90000000000003,5.0,750,1,24.99,653,MediDistributors
903,Anti-inflammatory,249.89999999999998,5.0,1000,1,18.79,480,Global Health Distributors
934,Cholesterol Medication,359.90000000000003,5.0,750,1,26.08,9165,MedSupply Co.
942,Laxative,649.9,5.0,750,1,45.45,8112,LifeCare Supplies
950,Antibiotic,799.9,5.0,750,1,58.82,653,MedSupply Co.
966,Cough Syrup,209.89999999999998,5.0,750,1,16.15,9165,PharmaTech Solutions
970,Laxative,179.89999999999998,5.0,750,1,12.11,9206,MedSupply Co.
971,Laxative,159.9,5.0,1000,1,11.42,12546,LifeCare Supplies
973,Antipyretic,199.89999999999998,5.0,750,1,11.9,480,MedLink
984,Diabetes Medication,259.9,5.0,750,1,20.63,9165,LifeCare Supplies
993,Painkiller,149.9,5.0,750,1,8.33,7245,MedLink
999,Antiseptic,1149.8999999999999,5.0,750,1,89.84,17035,HealthPro Solutions
1094,Sedative,409.90000000000003,5.0,750,1,29.92,9552,HealthPro Solutions
1099,Antidepressant,459.90000000000003,5.0,750,1,33.33,480,HealthPlus Supplies
1106,Cough Syrup,2499.9,5.0,750,1,155.55,480,MedLink
1133,Antiviral,319.9,5.0,100,1,23.01,8112,LifeCare Supplies
1135,Stimulant,199.89999999999998,5.0,750,1,15.62,8352,MedLink
1136,Stimulant,49.900000000000006,5.0,50,1,3.87,17035,BioPharma Inc.
1174,Cough Syrup,199.89999999999998,5.0,1750,1,15.87,8352,MedLink
1178,Antiviral,109.9,5.0,750,1,7.83,3924,Pharma Distributor B
1180,Antiseptic,169.89999999999998,5.0,1750,1,13.07,3924,HealthPlus Supplies
1186,Analgesic,249.89999999999998,5.0,750,1,17.98,3924,PharmaTech Solutions
1202,Antihistamine,319.9,5.0,750,1,19.28,8112,MediCorp
1212,Antiseptic,219.89999999999998,5.0,750,1,14.38,2555,MedSupply Co.
1220,Antacid,299.9,5.0,750,1,21.89,1128,Healthcare Supplier A
1226,Cough Syrup,299.9,5.0,750,1,19.99,9625,MediCorp
1228,Antifungal,959.9,5.0,750,1,69.76,3664,HealthPro Solutions
1231,Analgesic,129.9,5.0,375,1,9.48,1128,MedLink
1232,Laxative,229.89999999999998,5.0,750,1,15.93,1128,HealthPro Solutions
1233,Laxative,369.90000000000003,5.0,1750,1,26.27,1128,HealthPro Solutions
1237,Laxative,449.90000000000003,5.0,750,1,33.83,1128,MediDistributors
1238,Cholesterol Medication,49.900000000000006,5.0,50,1,3.56,17035,HealthPlus Supplies
1239,Diuretic,499.90000000000003,5.0,750,1,39.99,12546,MediDistributors
1242,Antibiotic,109.9,5.0,750,1,8.02,3960,MedLink
1244,Sedative,179.89999999999998,5.0,750,1,12.79,1128,Global Health Distributors
1252,Anti-inflammatory,229.89999999999998,5.0,750,1,13.84,12546,HealthPro Solutions
1258,Stimulant,229.89999999999998,5.0,750,1,17.03,12546,Pharma Distributor B
1269,Stimulant,259.9,5.0,750,1,19.11,1485,PharmaTech Solutions
1271,Stimulant,499.90000000000003,5.0,750,1,37.59,1485,MedLink
1273,Blood Pressure Medication,319.9,5.0,1750,1,23.19,12546,LifeCare Supplies
1274,Antihistamine,449.90000000000003,5.0,750,1,34.88,9165,PharmaTech Solutions
1278,Antiviral,359.90000000000003,5.0,1750,1,26.71,12546,MedLink
1281,Antihistamine,149.9,5.0,1750,1,11.19,8004,Global Health Distributors
1282,Analgesic,299.9,5.0,750,1,18.7,660,HealthPro Solutions
1295,Anti-inflammatory,39.900000000000006,5.0,100,1,2.89,1128,Global Health Distributors
1296,Vaccine,269.9,5.0,750,1,20.6,4425,PharmaTech Solutions
1304,Analgesic,109.9,5.0,750,1,8.33,3960,MedLink
1309,Antiseptic,599.9,5.0,750,1,44.44,12546,MediCorp
1323,Antiseptic,169.89999999999998,5.0,1750,1,13.59,1128,HealthPro Solutions
1328,Antipyretic,199.89999999999998,5.0,750,1,12.49,6359,Global Health Distributors
1340,Sedative,219.89999999999998,5.0,750,1,14.05,12546,MedLink
1343,Analgesic,1659.9,5.0,1000,1,122.96,1128,LifeCare Supplies
1345,Diabetes Medication,379.90000000000003,5.0,750,1,28.45,12546,MedLink
1346,Painkiller,299.9,5.0,750,1,22.55,12546,MedSupply Co.
1347,Antacid,399.90000000000003,5.0,750,1,31.24,12546,PharmaTech Solutions
1348,Diabetes Medication,179.89999999999998,5.0,375,1,11.84,12546,MedSupply Co.
1352,Blood Pressure Medication,619.9,5.0,750,1,41.0,9165,MediDistributors
1355,Blood Pressure Medication,34.900000000000006,5.0,50,1,2.59,12546,HealthPlus Supplies
1358,Cough Syrup,649.9,5.0,1750,1,42.85,12546,PharmaTech Solutions
1359,Painkiller,329.90000000000003,5.0,750,1,21.87,12546,MediDistributors
1361,Diabetes Medication,1899.9,5.0,750,1,138.68,9165,MedLink
1364,Painkiller,99.9,5.0,750,1,7.46,6213,BioPharma Inc.
1365,Diabetes Medication,79.9,5.0,50,1,6.05,8664,Pharma Distributor B
1366,Antiseptic,12.9,5.0,50,1,0.93,12546,Healthcare Supplier A
1373,Antiviral,169.89999999999998,5.0,750,1,10.36,12546,Healthcare Supplier A
1375,Cough Syrup,144.9,5.0,750,1,11.5,12546,MediDistributors
1376,Diuretic,219.89999999999998,5.0,1750,1,16.29,12546,Healthcare Supplier A
1378,Cough Syrup,94.9,5.0,375,1,7.08,12546,HealthPlus Supplies
1379,Antiviral,144.9,5.0,750,1,11.41,12546,MedSupply Co.
1380,Blood Pressure Medication,499.90000000000003,5.0,1750,1,34.05,3960,HealthPlus Supplies
1382,Sedative,399.90000000000003,5.0,750,1,28.56,12546,MediCorp
1384,Diuretic,259.9,5.0,750,1,18.93,3960,MediDistributors
1385,Painkiller,269.9,5.0,750,1,20.45,12546,MedSupply Co.
1386,Sedative,219.89999999999998,5.0,750,1,14.59,3960,Healthcare Supplier A
1388,Blood Pressure Medication,289.9,5.0,1750,1,19.22,12546,Global Health Distributors
1389,Diuretic,29.900000000000002,5.0,50,1,2.18,12546,HealthPlus Supplies
1392,Sedative,169.89999999999998,5.0,750,1,10.6,12546,LifeCare Supplies
1393,Sedative,49.900000000000006,5.0,200,1,3.14,12546,Healthcare Supplier A
1394,Antifungal,164.89999999999998,5.0,375,1,12.68,12546,HealthPro Solutions
1395,Cough Syrup,89.9,5.0,750,1,5.88,12546,Global Health Distributors
1396,Cough Syrup,159.9,5.0,1750,1,10.44,12546,LifeCare Supplies
1397,Antipyretic,169.89999999999998,5.0,750,1,10.76,12546,HealthPlus Supplies
1398,Cholesterol Medication,569.9,5.0,750,1,40.59,8004,HealthPro Solutions
1399,Antihistamine,369.90000000000003,5.0,750,1,27.81,12546,LifeCare Supplies
1404,Analgesic,899.9,5.0,750,1,64.28,1128,Pharma Distributor B
1415,Blood Pressure Medication,149.9,5.0,750,1,10.39,12546,MediCorp
1416,Painkiller,249.89999999999998,5.0,1750,1,19.83,12546,HealthPlus Supplies
1424,Antifungal,149.9,5.0,375,1,9.69,3960,BioPharma Inc.
1425,Laxative,279.9,5.0,750,1,20.73,28750,BioPharma Inc.
1464,Diabetes Medication,259.9,5.0,750,1,19.22,7245,MediDistributors
1465,Antidepressant,149.9,5.0,375,1,11.02,1128,MedSupply Co.
1468,Antacid,449.90000000000003,5.0,750,1,31.49,12546,LifeCare Supplies
1476,Antihistamine,219.89999999999998,5.0,1750,1,16.05,12546,MediCorp
1479,Diuretic,119.9,5.0,1750,1,9.22,660,Healthcare Supplier A
1535,Sedative,39.900000000000006,5.0,50,1,3.14,1128,Healthcare Supplier A
1542,Anti-inflammatory,299.9,5.0,750,1,22.72,9751,Healthcare Supplier A
1545,Analgesic,299.9,5.0,750,1,19.42,1128,HealthPro Solutions
1595,Stimulant,159.9,5.0,375,1,10.93,1128,Healthcare Supplier A
1623,Antipyretic,149.9,5.0,375,1,10.07,3960,Healthcare Supplier A
1634,Antiseptic,299.9,5.0,1750,1,20.73,2561,MediCorp
1637,Analgesic,114.9,5.0,1750,1,8.13,660,MedLink
1639,Analgesic,229.89999999999998,5.0,750,1,15.74,2561,LifeCare Supplies
1657,Diabetes Medication,699.9,5.0,750,1,51.46,3960,HealthPlus Supplies
1692,Blood Pressure Medication,199.89999999999998,5.0,750,1,13.4,8352,BioPharma Inc.
1715,Diuretic,199.89999999999998,5.0,750,1,13.76,6359,LifeCare Supplies
1725,Blood Pressure Medication,199.89999999999998,5.0,750,1,14.17,6359,Healthcare Supplier A
1728,Blood Pressure Medication,549.9,5.0,750,1,41.35,17035,MediDistributors
1734,Diabetes Medication,219.89999999999998,5.0,1750,1,17.45,2496,HealthPro Solutions
1737,Sedative,519.9,5.0,1750,1,34.3,12546,MediDistributors
1738,Antidepressant,199.89999999999998,5.0,750,1,14.72,6359,LifeCare Supplies
1740,Antacid,599.9,5.0,750,1,40.71,3960,MedSupply Co.
1744,Anti-inflammatory,219.89999999999998,5.0,750,1,17.05,1128,MediDistributors
1746,Antipyretic,269.9,5.0,750,1,19.99,9206,Pharma Distributor B
1748,Laxative,159.9,5.0,750,1,10.29,3664,MedSupply Co.
1758,Sedative,399.90000000000003,5.0,750,1,29.76,17035,LifeCare Supplies
1760,Antihistamine,259.9,5.0,1750,1,19.69,3664,MediCorp
1767,Antibiotic,249.89999999999998,5.0,750,1,19.37,8004,Healthcare Supplier A
1770,Cholesterol Medication,389.90000000000003,5.0,1750,1,26.42,1128,HealthPro Solutions
1771,Antiseptic,9.9,5.0,50,1,0.75,1128,MedLink
1781,Antidepressant,499.90000000000003,5.0,750,1,37.59,11567,Pharma Distributor B
1789,Stimulant,229.89999999999998,5.0,750,1,17.16,1128,MediCorp
1790,Antihistamine,279.9,5.0,750,1,15.5,9165,Healthcare Supplier A
1817,Cholesterol Medication,219.89999999999998,5.0,750,1,16.79,6785,MedSupply Co.
1835,Antibiotic,269.9,5.0,750,1,19.7,1485,Pharma Distributor B
1836,Stimulant,299.9,5.0,750,1,21.73,12546,MediCorp
1845,Stimulant,159.9,5.0,1750,1,11.27,3252,Global Health Distributors
1848,Diuretic,629.9,5.0,750,1,47.01,3960,MedLink
1860,Diuretic,599.9,5.0,750,1,46.15,7239,HealthPlus Supplies
1862,Diabetes Medication,259.9,5.0,750,1,19.22,17035,HealthPlus Supplies
1867,Antiviral,29.900000000000002,5.0,50,1,2.15,1128,PharmaTech Solutions
1868,Diuretic,669.9,5.0,750,1,49.62,3960,LifeCare Supplies
1869,Antacid,549.9,5.0,750,1,40.14,3960,MediDistributors
1870,Antihistamine,799.9,5.0,750,1,59.69,3960,MediCorp
1874,Antacid,1099.8999999999999,5.0,750,1,84.61,7239,MedLink
1875,Anti-inflammatory,319.9,5.0,750,1,20.71,7245,HealthPlus Supplies
1876,Anti-inflammatory,1499.9,5.0,750,1,106.61,17035,MedLink
1880,Antidepressant,639.9,5.0,750,1,46.71,17035,HealthPlus Supplies
1883,Diuretic,179.89999999999998,5.0,1750,1,13.23,3960,HealthPro Solutions
1886,Antiviral,109.9,5.0,750,1,7.96,3960,Global Health Distributors
1892,Antidepressant,9.9,5.0,50,1,0.72,3960,LifeCare Supplies
1893,Stimulant,549.9,5.0,750,1,43.99,7239,Global Health Distributors
1896,Cholesterol Medication,949.9,5.0,750,1,68.83,17035,Global Health Distributors
1920,Antifungal,299.9,5.0,750,1,22.55,8004,MedSupply Co.
1921,Antiviral,679.9,5.0,1750,1,52.71,3664,PharmaTech Solutions
1955,Analgesic,129.9,5.0,375,1,9.62,1128,MedSupply Co.
1956,Cholesterol Medication,539.9,5.0,750,1,39.99,3664,Healthcare Supplier A
1961,Cholesterol Medication,349.90000000000003,5.0,1750,1,23.91,8352,Global Health Distributors
1964,Vaccine,299.9,5.0,750,1,23.07,12546,Global Health Distributors
1974,Anti-inflammatory,379.90000000000003,5.0,750,1,29.91,9165,PharmaTech Solutions
1987,Analgesic,189.89999999999998,5.0,375,1,13.66,17031,Global Health Distributors
1997,Stimulant,429.90000000000003,5.0,750,1,30.93,4425,MedSupply Co.
2008,Analgesic,219.89999999999998,5.0,750,1,16.66,8352,Healthcare Supplier A
2015,Antibiotic,229.89999999999998,5.0,750,1,18.1,1128,Global Health Distributors
2016,Stimulant,999.9,5.0,750,1,74.62,8112,Global Health Distributors
2017,Antidepressant,639.9,5.0,750,1,44.77,17035,HealthPro Solutions
2024,Painkiller,59.900000000000006,5.0,375,1,4.44,1392,MediDistributors
2026,Antidepressant,189.89999999999998,5.0,750,1,14.61,3252,BioPharma Inc.
2027,Antipyretic,299.9,5.0,750,1,16.66,6213,MediCorp
2029,Antibiotic,689.9,5.0,750,1,51.1,9165,Pharma Distributor B
2030,Laxative,309.9,5.0,750,1,23.48,7153,Pharma Distributor B
2035,Antipyretic,199.89999999999998,5.0,750,1,14.28,7153,MedLink
2036,Antidepressant,369.90000000000003,5.0,750,1,29.13,12546,Global Health Distributors
2041,Stimulant,849.9,5.0,750,1,61.14,17035,LifeCare Supplies
2043,Antidepressant,299.9,5.0,750,1,23.07,3960,MediCorp
2047,Antibiotic,349.90000000000003,5.0,750,1,25.36,9744,MedLink
2050,Laxative,649.9,5.0,750,1,49.61,9206,MediDistributors
2062,Diabetes Medication,599.9,5.0,1750,1,44.11,1128,Global Health Distributors
2082,Painkiller,1099.8999999999999,5.0,750,1,74.07,3664,LifeCare Supplies
2085,Antibiotic,139.9,5.0,750,1,10.6,653,MediCorp
2088,Diabetes Medication,2999.9,5.0,750,1,223.87,17035,Healthcare Supplier A
2089,Antihistamine,249.89999999999998,5.0,750,1,16.53,7153,BioPharma Inc.
2097,Antihistamine,159.9,5.0,750,1,12.11,6359,MediDistributors
2098,Vaccine,299.9,5.0,750,1,16.29,9165,Pharma Distributor B
2100,Analgesic,99.9,5.0,1750,1,7.24,9552,Healthcare Supplier A
2101,Sedative,59.900000000000006,5.0,375,1,4.37,3252,MedSupply Co.
2104,Antibiotic,699.9,5.0,750,1,50.35,9165,Global Health Distributors
2105,Antifungal,99.9,5.0,750,1,7.87,1392,HealthPlus Supplies
2108,Antifungal,159.9,5.0,750,1,12.59,6359,MedLink
2112,Antifungal,269.9,5.0,750,1,15.55,2561,HealthPro Solutions
2114,Antiviral,129.9,5.0,1750,1,9.41,1392,MedLink
2115,Antifungal,79.9,5.0,750,1,4.88,1392,BioPharma Inc.
2116,Vaccine,419.90000000000003,5.0,750,1,27.33,9165,Global Health Distributors
2117,Blood Pressure Medication,89.9,5.0,750,1,5.88,1392,Global Health Distributors
2120,Antidepressant,169.89999999999998,5.0,1750,1,12.21,12546,LifeCare Supplies
2121,Antiviral,99.9,5.0,750,1,7.8,12546,MedSupply Co.
2122,Antihistamine,99.9,5.0,750,1,7.8,12546,Healthcare Supplier A
2123,Stimulant,799.9,5.0,750,1,57.96,480,MediDistributors
2127,Analgesic,104.9,5.0,1750,1,7.19,660,BioPharma Inc.
2129,Antacid,189.89999999999998,5.0,750,1,13.56,6359,HealthPro Solutions
2130,Cough Syrup,299.9,5.0,750,1,22.05,1189,Healthcare Supplier A
2131,Antiseptic,129.9,5.0,375,1,10.15,1128,BioPharma Inc.
2132,Vaccine,129.9,5.0,1750,1,10.23,8352,PharmaTech Solutions
2134,Antibiotic,24.900000000000002,5.0,375,1,1.93,660,BioPharma Inc.
2136,Antihistamine,279.9,5.0,750,1,21.53,3924,MediDistributors
2142,Antibiotic,139.9,5.0,750,1,10.38,9625,Healthcare Supplier A
2143,Antihistamine,129.9,5.0,1750,1,10.07,1128,MediCorp
2145,Vaccine,169.89999999999998,5.0,750,1,12.68,7153,Pharma Distributor B
2148,Cholesterol Medication,79.9,5.0,750,1,5.96,1128,Healthcare Supplier A
2149,Analgesic,69.9,5.0,750,1,5.34,660,HealthPro Solutions
2152,Diuretic,99.9,5.0,750,1,7.19,3252,MediDistributors
2155,Antifungal,379.90000000000003,5.0,1750,1,24.05,12546,Healthcare Supplier A
2156,Antidepressant,369.90000000000003,5.0,750,1,26.92,12546,PharmaTech Solutions
2158,Vaccine,169.89999999999998,5.0,375,1,12.4,3089,MedSupply Co.
2159,Cholesterol Medication,399.90000000000003,5.0,750,1,30.53,12546,MedSupply Co.
2161,Stimulant,199.89999999999998,5.0,750,1,15.26,12546,MedLink
2162,Antihistamine,339.90000000000003,5.0,750,1,21.58,2450,BioPharma Inc.
2163,Cough Syrup,249.89999999999998,5.0,750,1,14.38,90037,MediCorp
2164,Blood Pressure Medication,169.89999999999998,5.0,1750,1,12.14,3252,Pharma Distributor B
2170,Diabetes Medication,34.900000000000006,5.0,50,1,2.53,1128,Healthcare Supplier A
2171,Vaccine,249.89999999999998,5.0,750,1,14.49,17035,BioPharma Inc.
2181,Antiviral,9.9,5.0,50,1,0.73,9625,MedLink
2182,Sedative,189.89999999999998,5.0,750,1,14.17,12546,LifeCare Supplies
2183,Cholesterol Medication,189.89999999999998,5.0,750,1,14.61,12546,MediDistributors
2184,Vaccine,199.89999999999998,5.0,750,1,11.36,480,Pharma Distributor B
2186,Sedative,269.9,5.0,750,1,19.56,7153,MediDistributors
2189,Analgesic,269.9,5.0,750,1,19.83,9165,MedSupply Co.
2193,Analgesic,249.89999999999998,5.0,750,1,16.41,8663,Healthcare Supplier A
2199,Laxative,299.9,5.0,750,1,23.61,9165,MediDistributors
2200,Antacid,199.89999999999998,5.0,750,1,10.78,480,Global Health Distributors
2202,Sedative,299.9,5.0,750,1,23.07,17031,MediDistributors
2212,Vaccine,139.9,5.0,1750,1,8.72,8004,MedSupply Co.
2214,Analgesic,299.9,5.0,750,1,21.58,9552,BioPharma Inc.
2226,Anti-inflammatory,369.90000000000003,5.0,1750,1,27.6,12546,MedLink
2232,Antihistamine,399.90000000000003,5.0,750,1,31.0,4425,Global Health Distributors
2235,Anti-inflammatory,299.9,5.0,750,1,19.56,9165,Global Health Distributors
2237,Anti-inflammatory,499.90000000000003,5.0,750,1,35.71,9552,Pharma Distributor B
2238,Stimulant,269.9,5.0,750,1,18.93,9260,MedLink
2239,Anti-inflammatory,219.89999999999998,5.0,750,1,15.78,8352,HealthPro Solutions
2241,Antipyretic,259.9,5.0,750,1,20.46,98450,MedLink
2242,Cough Syrup,309.9,5.0,750,1,16.05,9165,Global Health Distributors
2245,Vaccine,369.90000000000003,5.0,750,1,26.66,4425,MedLink
2246,Analgesic,189.89999999999998,5.0,750,1,13.96,8004,HealthPlus Supplies
2250,Antipyretic,129.9,5.0,50,1,9.69,1128,Healthcare Supplier A
2254,Anti-inflammatory,149.9,5.0,750,1,10.31,12546,MedLink
2258,Antiseptic,169.89999999999998,5.0,375,1,9.77,480,MediDistributors
2262,Laxative,359.90000000000003,5.0,750,1,21.2,4425,MediDistributors
2270,Blood Pressure Medication,799.9,5.0,750,1,54.34,12546,BioPharma Inc.
2280,Antacid,369.90000000000003,5.0,750,1,27.4,7239,Healthcare Supplier A
2287,Antidepressant,389.90000000000003,5.0,750,1,29.22,3960,MedLink
2290,Antiseptic,239.89999999999998,5.0,750,1,18.04,12546,Healthcare Supplier A
2292,Antiseptic,439.90000000000003,5.0,750,1,29.99,9165,MediDistributors
2302,Anti-inflammatory,299.9,5.0,750,1,23.43,9165,HealthPlus Supplies
2310,Antifungal,289.9,5.0,750,1,23.19,9165,PharmaTech Solutions
2329,Laxative,549.9,5.0,750,1,38.45,480,BioPharma Inc.
2339,Stimulant,259.9,5.0,750,1,15.82,12546,HealthPlus Supplies
2366,Antidepressant,349.90000000000003,5.0,750,1,25.36,9165,Healthcare Supplier A
2368,Anti-inflammatory,1399.9,5.0,750,1,108.52,3664,BioPharma Inc.
2369,Cholesterol Medication,649.9,5.0,750,1,50.38,9165,PharmaTech Solutions
2373,Antiviral,169.89999999999998,5.0,750,1,10.29,12546,Pharma Distributor B
2374,Analgesic,399.90000000000003,5.0,1750,1,31.24,3664,MedSupply Co.
2382,Laxative,299.9,5.0,750,1,19.22,7153,PharmaTech Solutions
